Year,Month,Zone,Parameter,Value,Bathymetry
1985,4,NW,activity_degC_days_m2,0.0,200
1985,4,NW,mean_intensity_degC,,200
1985,5,NW,activity_degC_days_m2,0.0,200
1985,5,NW,mean_intensity_degC,,200
1985,6,NW,activity_degC_days_m2,0.0,200
1985,6,NW,mean_intensity_degC,,200
1985,7,NW,activity_degC_days_m2,64118711609.39675,200
1985,7,NW,mean_area_km2,81.61280345099061,200
1985,7,NW,mean_duration_days,5.333333333333333,200
1985,7,NW,mean_intensity_degC,1.6756300926208496,200
1985,7,NW,number_of_events,12.0,200
1985,7,NW,sum_area_km2,979.3536414118876,200
1985,8,NW,activity_degC_days_m2,0.0,200
1985,8,NW,mean_intensity_degC,,200
1985,9,NW,activity_degC_days_m2,0.0,200
1985,9,NW,mean_intensity_degC,,200
1985,10,NW,activity_degC_days_m2,0.0,200
1985,10,NW,mean_intensity_degC,,200
1985,11,NW,activity_degC_days_m2,0.0,200
1985,11,NW,mean_intensity_degC,,200
1985,12,NW,activity_degC_days_m2,0.0,200
1985,12,NW,mean_intensity_degC,,200
1986,1,NW,activity_degC_days_m2,0.0,200
1986,1,NW,mean_intensity_degC,,200
1986,2,NW,activity_degC_days_m2,0.0,200
1986,2,NW,mean_intensity_degC,,200
1986,3,NW,activity_degC_days_m2,0.0,200
1986,3,NW,mean_intensity_degC,,200
1986,4,NW,activity_degC_days_m2,0.0,200
1986,4,NW,mean_intensity_degC,,200
1986,5,NW,activity_degC_days_m2,0.0,200
1986,5,NW,mean_intensity_degC,,200
1986,6,NW,activity_degC_days_m2,0.0,200
1986,6,NW,mean_intensity_degC,,200
1986,7,NW,activity_degC_days_m2,0.0,200
1986,7,NW,mean_intensity_degC,,200
1986,8,NW,activity_degC_days_m2,0.0,200
1986,8,NW,mean_intensity_degC,,200
1986,9,NW,activity_degC_days_m2,148919082140.76303,200
1986,9,NW,mean_area_km2,74.27317059259914,200
1986,9,NW,mean_duration_days,7.75,200
1986,9,NW,mean_intensity_degC,1.8790738582611084,200
1986,9,NW,number_of_events,16.0,200
1986,9,NW,sum_area_km2,1188.3707294815863,200
1986,10,NW,activity_degC_days_m2,2704177485.249396,200
1986,10,NW,mean_intensity_degC,1.5254827737808228,200
1986,11,NW,activity_degC_days_m2,0.0,200
1986,11,NW,mean_intensity_degC,,200
1986,12,NW,activity_degC_days_m2,0.0,200
1986,12,NW,mean_intensity_degC,,200
1987,1,NW,activity_degC_days_m2,0.0,200
1987,1,NW,mean_intensity_degC,,200
1987,2,NW,activity_degC_days_m2,0.0,200
1987,2,NW,mean_intensity_degC,,200
1987,3,NW,activity_degC_days_m2,38847741227.21188,200
1987,3,NW,mean_area_km2,75.32356599585563,200
1987,3,NW,mean_duration_days,6.0,200
1987,3,NW,mean_intensity_degC,1.289839506149292,200
1987,3,NW,number_of_events,8.0,200
1987,3,NW,sum_area_km2,602.588527966845,200
1987,4,NW,activity_degC_days_m2,0.0,200
1987,4,NW,mean_intensity_degC,,200
1987,5,NW,activity_degC_days_m2,0.0,200
1987,5,NW,mean_intensity_degC,,200
1987,6,NW,activity_degC_days_m2,0.0,200
1987,6,NW,mean_intensity_degC,,200
1987,7,NW,activity_degC_days_m2,0.0,200
1987,7,NW,mean_intensity_degC,,200
1987,8,NW,activity_degC_days_m2,0.0,200
1987,8,NW,mean_intensity_degC,,200
1987,9,NW,activity_degC_days_m2,20332983471.30605,200
1987,9,NW,mean_area_km2,71.03473370870176,200
1987,9,NW,mean_duration_days,5.2,200
1987,9,NW,mean_intensity_degC,1.7870235443115234,200
1987,9,NW,number_of_events,5.0,200
1987,9,NW,sum_area_km2,355.17366854350877,200
1987,10,NW,activity_degC_days_m2,6761800157.974371,200
1987,10,NW,mean_intensity_degC,1.6268954277038574,200
1987,11,NW,activity_degC_days_m2,0.0,200
1987,11,NW,mean_intensity_degC,,200
1987,12,NW,activity_degC_days_m2,0.0,200
1987,12,NW,mean_intensity_degC,,200
1988,1,NW,activity_degC_days_m2,0.0,200
1988,1,NW,mean_intensity_degC,,200
1988,2,NW,activity_degC_days_m2,0.0,200
1988,2,NW,mean_intensity_degC,,200
1988,3,NW,activity_degC_days_m2,17037222784.299189,200
1988,3,NW,mean_area_km2,84.4585738357571,200
1988,3,NW,mean_duration_days,5.0,200
1988,3,NW,mean_intensity_degC,1.151103138923645,200
1988,3,NW,number_of_events,5.0,200
1988,3,NW,sum_area_km2,422.29286917878545,200
1988,4,NW,activity_degC_days_m2,0.0,200
1988,4,NW,mean_intensity_degC,,200
1988,5,NW,activity_degC_days_m2,0.0,200
1988,5,NW,mean_intensity_degC,,200
1988,6,NW,activity_degC_days_m2,6034207914.769803,200
1988,6,NW,mean_area_km2,89.15451550496645,200
1988,6,NW,mean_duration_days,5.0,200
1988,6,NW,mean_intensity_degC,2.0732250213623047,200
1988,6,NW,number_of_events,1.0,200
1988,6,NW,sum_area_km2,89.15451550496645,200
1988,7,NW,activity_degC_days_m2,4736208700.0783825,200
1988,7,NW,mean_area_km2,95.84966563786588,200
1988,7,NW,mean_duration_days,5.0,200
1988,7,NW,mean_intensity_degC,1.6398169994354248,200
1988,7,NW,number_of_events,1.0,200
1988,7,NW,sum_area_km2,95.84966563786588,200
1988,8,NW,activity_degC_days_m2,0.0,200
1988,8,NW,mean_intensity_degC,,200
1988,9,NW,activity_degC_days_m2,0.0,200
1988,9,NW,mean_intensity_degC,,200
1988,10,NW,activity_degC_days_m2,0.0,200
1988,10,NW,mean_intensity_degC,,200
1988,11,NW,activity_degC_days_m2,89034861570.38765,200
1988,11,NW,mean_area_km2,72.71247866456106,200
1988,11,NW,mean_duration_days,10.3,200
1988,11,NW,mean_intensity_degC,1.5695828199386597,200
1988,11,NW,number_of_events,10.0,200
1988,11,NW,sum_area_km2,727.1247866456106,200
1988,12,NW,activity_degC_days_m2,8374683609.201977,200
1988,12,NW,mean_intensity_degC,1.2599422931671145,200
1989,1,NW,activity_degC_days_m2,5501910528.018648,200
1989,1,NW,mean_area_km2,94.17631837311566,200
1989,1,NW,mean_duration_days,5.0,200
1989,1,NW,mean_intensity_degC,0.9507481455802916,200
1989,1,NW,number_of_events,2.0,200
1989,1,NW,sum_area_km2,188.35263674623133,200
1989,2,NW,activity_degC_days_m2,7848807875.276856,200
1989,2,NW,mean_area_km2,79.08039694970479,200
1989,2,NW,mean_duration_days,6.5,200
1989,2,NW,mean_intensity_degC,1.0360949039459229,200
1989,2,NW,number_of_events,2.0,200
1989,2,NW,sum_area_km2,158.16079389940958,200
1989,3,NW,activity_degC_days_m2,15151294704.18602,200
1989,3,NW,mean_area_km2,64.83100072641079,200
1989,3,NW,mean_duration_days,6.0,200
1989,3,NW,mean_intensity_degC,1.036534309387207,200
1989,3,NW,number_of_events,4.0,200
1989,3,NW,sum_area_km2,259.32400290564317,200
1989,4,NW,activity_degC_days_m2,0.0,200
1989,4,NW,mean_intensity_degC,,200
1989,5,NW,activity_degC_days_m2,41302964837.91681,200
1989,5,NW,mean_area_km2,93.17195779948588,200
1989,5,NW,mean_duration_days,8.8,200
1989,5,NW,mean_intensity_degC,1.8171910047531128,200
1989,5,NW,number_of_events,5.0,200
1989,5,NW,sum_area_km2,465.85978899742935,200
1989,6,NW,activity_degC_days_m2,73398762839.98546,200
1989,6,NW,mean_area_km2,86.47046631476482,200
1989,6,NW,mean_duration_days,6.1,200
1989,6,NW,mean_intensity_degC,1.7420066595077517,200
1989,6,NW,number_of_events,10.0,200
1989,6,NW,sum_area_km2,864.7046631476483,200
1989,7,NW,activity_degC_days_m2,18601110856.837803,200
1989,7,NW,mean_area_km2,69.58931737036687,200
1989,7,NW,mean_duration_days,31.666666666666668,200
1989,7,NW,mean_intensity_degC,1.4789146184921265,200
1989,7,NW,number_of_events,6.0,200
1989,7,NW,sum_area_km2,417.5359042222012,200
1989,8,NW,activity_degC_days_m2,647142765495.5802,200
1989,8,NW,mean_area_km2,80.43331834908017,200
1989,8,NW,mean_duration_days,20.95,200
1989,8,NW,mean_intensity_degC,1.8274987936019895,200
1989,8,NW,number_of_events,20.0,200
1989,8,NW,sum_area_km2,1608.6663669816032,200
1989,9,NW,activity_degC_days_m2,0.0,200
1989,9,NW,mean_intensity_degC,,200
1989,10,NW,activity_degC_days_m2,6579059303.158409,200
1989,10,NW,mean_area_km2,62.311128261543374,200
1989,10,NW,mean_duration_days,6.0,200
1989,10,NW,mean_intensity_degC,1.829066276550293,200
1989,10,NW,number_of_events,2.0,200
1989,10,NW,sum_area_km2,124.62225652308676,200
1989,11,NW,activity_degC_days_m2,5460328387.784783,200
1989,11,NW,mean_intensity_degC,1.518044114112854,200
1989,12,NW,activity_degC_days_m2,164559202976.74094,200
1989,12,NW,mean_area_km2,77.15053655371479,200
1989,12,NW,mean_duration_days,10.947368421052632,200
1989,12,NW,mean_intensity_degC,1.332692265510559,200
1989,12,NW,number_of_events,19.0,200
1989,12,NW,sum_area_km2,1465.8601945205808,200
1990,1,NW,activity_degC_days_m2,160136699972.0449,200
1990,1,NW,mean_area_km2,81.61057000803304,200
1990,1,NW,mean_duration_days,13.90625,200
1990,1,NW,mean_intensity_degC,1.1598330736160278,200
1990,1,NW,number_of_events,32.0,200
1990,1,NW,sum_area_km2,2611.538240257057,200
1990,2,NW,activity_degC_days_m2,323778643370.9146,200
1990,2,NW,mean_area_km2,77.17434408157544,200
1990,2,NW,mean_duration_days,14.761904761904765,200
1990,2,NW,mean_intensity_degC,1.2184113264083862,200
1990,2,NW,number_of_events,21.0,200
1990,2,NW,sum_area_km2,1620.661225713084,200
1990,3,NW,activity_degC_days_m2,199565696106.2442,200
1990,3,NW,mean_area_km2,76.0565520822479,200
1990,3,NW,mean_duration_days,8.19047619047619,200
1990,3,NW,mean_intensity_degC,1.1681898832321167,200
1990,3,NW,number_of_events,21.0,200
1990,3,NW,sum_area_km2,1597.187593727206,200
1990,4,NW,activity_degC_days_m2,0.0,200
1990,4,NW,mean_intensity_degC,,200
1990,5,NW,activity_degC_days_m2,97795065471.95177,200
1990,5,NW,mean_area_km2,82.75187294954927,200
1990,5,NW,mean_duration_days,9.272727272727272,200
1990,5,NW,mean_intensity_degC,1.6727027893066406,200
1990,5,NW,number_of_events,11.0,200
1990,5,NW,sum_area_km2,910.270602445042,200
1990,6,NW,activity_degC_days_m2,1003016091.0845616,200
1990,6,NW,mean_intensity_degC,1.685136795043945,200
1990,7,NW,activity_degC_days_m2,330267224431.23944,200
1990,7,NW,mean_area_km2,78.28687599147727,200
1990,7,NW,mean_duration_days,15.64,200
1990,7,NW,mean_intensity_degC,1.7861003875732422,200
1990,7,NW,number_of_events,25.0,200
1990,7,NW,sum_area_km2,1957.171899786932,200
1990,8,NW,activity_degC_days_m2,151514129602.6366,200
1990,8,NW,mean_area_km2,67.76977009316099,200
1990,8,NW,mean_duration_days,7.375,200
1990,8,NW,mean_intensity_degC,1.7793179750442505,200
1990,8,NW,number_of_events,8.0,200
1990,8,NW,sum_area_km2,542.1581607452879,200
1990,9,NW,activity_degC_days_m2,0.0,200
1990,9,NW,mean_intensity_degC,,200
1990,10,NW,activity_degC_days_m2,0.0,200
1990,10,NW,mean_intensity_degC,,200
1990,11,NW,activity_degC_days_m2,0.0,200
1990,11,NW,mean_intensity_degC,,200
1990,12,NW,activity_degC_days_m2,0.0,200
1990,12,NW,mean_intensity_degC,,200
1991,1,NW,activity_degC_days_m2,0.0,200
1991,1,NW,mean_intensity_degC,,200
1991,2,NW,activity_degC_days_m2,0.0,200
1991,2,NW,mean_intensity_degC,,200
1991,3,NW,activity_degC_days_m2,0.0,200
1991,3,NW,mean_intensity_degC,,200
1991,4,NW,activity_degC_days_m2,0.0,200
1991,4,NW,mean_intensity_degC,,200
1991,5,NW,activity_degC_days_m2,0.0,200
1991,5,NW,mean_intensity_degC,,200
1991,6,NW,activity_degC_days_m2,0.0,200
1991,6,NW,mean_intensity_degC,,200
1991,7,NW,activity_degC_days_m2,0.0,200
1991,7,NW,mean_intensity_degC,,200
1991,8,NW,activity_degC_days_m2,31154590118.82379,200
1991,8,NW,mean_area_km2,77.19627883363476,200
1991,8,NW,mean_duration_days,25.304347826086957,200
1991,8,NW,mean_intensity_degC,1.788224220275879,200
1991,8,NW,number_of_events,23.0,200
1991,8,NW,sum_area_km2,1775.5144131735997,200
1991,9,NW,activity_degC_days_m2,759556787211.2181,200
1991,9,NW,mean_area_km2,88.03668757143558,200
1991,9,NW,mean_duration_days,19.666666666666668,200
1991,9,NW,mean_intensity_degC,2.090566396713257,200
1991,9,NW,number_of_events,3.0,200
1991,9,NW,sum_area_km2,264.11006271430676,200
1991,10,NW,activity_degC_days_m2,0.0,200
1991,10,NW,mean_intensity_degC,,200
1991,11,NW,activity_degC_days_m2,0.0,200
1991,11,NW,mean_intensity_degC,,200
1991,12,NW,activity_degC_days_m2,0.0,200
1991,12,NW,mean_intensity_degC,,200
1992,1,NW,activity_degC_days_m2,0.0,200
1992,1,NW,mean_intensity_degC,,200
1992,2,NW,activity_degC_days_m2,0.0,200
1992,2,NW,mean_intensity_degC,,200
1992,3,NW,activity_degC_days_m2,0.0,200
1992,3,NW,mean_intensity_degC,,200
1992,4,NW,activity_degC_days_m2,0.0,200
1992,4,NW,mean_intensity_degC,,200
1992,5,NW,activity_degC_days_m2,0.0,200
1992,5,NW,mean_intensity_degC,,200
1992,6,NW,activity_degC_days_m2,0.0,200
1992,6,NW,mean_intensity_degC,,200
1992,7,NW,activity_degC_days_m2,0.0,200
1992,7,NW,mean_intensity_degC,,200
1992,8,NW,activity_degC_days_m2,0.0,200
1992,8,NW,mean_intensity_degC,,200
1992,9,NW,activity_degC_days_m2,0.0,200
1992,9,NW,mean_intensity_degC,,200
1992,10,NW,activity_degC_days_m2,0.0,200
1992,10,NW,mean_intensity_degC,,200
1992,11,NW,activity_degC_days_m2,0.0,200
1992,11,NW,mean_intensity_degC,,200
1992,12,NW,activity_degC_days_m2,0.0,200
1992,12,NW,mean_intensity_degC,,200
1993,1,NW,activity_degC_days_m2,0.0,200
1993,1,NW,mean_intensity_degC,,200
1993,2,NW,activity_degC_days_m2,0.0,200
1993,2,NW,mean_intensity_degC,,200
1993,3,NW,activity_degC_days_m2,0.0,200
1993,3,NW,mean_intensity_degC,,200
1993,4,NW,activity_degC_days_m2,0.0,200
1993,4,NW,mean_intensity_degC,,200
1993,5,NW,activity_degC_days_m2,0.0,200
1993,5,NW,mean_intensity_degC,,200
1993,6,NW,activity_degC_days_m2,61221023845.48793,200
1993,6,NW,mean_area_km2,76.02016500229034,200
1993,6,NW,mean_duration_days,5.666666666666667,200
1993,6,NW,mean_intensity_degC,1.4851232767105105,200
1993,6,NW,number_of_events,12.0,200
1993,6,NW,sum_area_km2,912.241980027484,200
1993,7,NW,activity_degC_days_m2,0.0,200
1993,7,NW,mean_intensity_degC,,200
1993,8,NW,activity_degC_days_m2,0.0,200
1993,8,NW,mean_intensity_degC,,200
1993,9,NW,activity_degC_days_m2,0.0,200
1993,9,NW,mean_intensity_degC,,200
1993,10,NW,activity_degC_days_m2,0.0,200
1993,10,NW,mean_intensity_degC,,200
1993,11,NW,activity_degC_days_m2,0.0,200
1993,11,NW,mean_intensity_degC,,200
1993,12,NW,activity_degC_days_m2,0.0,200
1993,12,NW,mean_intensity_degC,,200
1994,1,NW,activity_degC_days_m2,0.0,200
1994,1,NW,mean_intensity_degC,,200
1994,2,NW,activity_degC_days_m2,0.0,200
1994,2,NW,mean_intensity_degC,,200
1994,3,NW,activity_degC_days_m2,0.0,200
1994,3,NW,mean_intensity_degC,,200
1994,4,NW,activity_degC_days_m2,0.0,200
1994,4,NW,mean_intensity_degC,,200
1994,5,NW,activity_degC_days_m2,0.0,200
1994,5,NW,mean_intensity_degC,,200
1994,6,NW,activity_degC_days_m2,90903550496.8499,200
1994,6,NW,mean_area_km2,76.3305078741566,200
1994,6,NW,mean_duration_days,5.764705882352941,200
1994,6,NW,mean_intensity_degC,1.570981502532959,200
1994,6,NW,number_of_events,17.0,200
1994,6,NW,sum_area_km2,1297.6186338606622,200
1994,7,NW,activity_degC_days_m2,0.0,200
1994,7,NW,mean_intensity_degC,,200
1994,8,NW,activity_degC_days_m2,0.0,200
1994,8,NW,mean_intensity_degC,,200
1994,9,NW,activity_degC_days_m2,0.0,200
1994,9,NW,mean_intensity_degC,,200
1994,10,NW,activity_degC_days_m2,0.0,200
1994,10,NW,mean_intensity_degC,,200
1994,11,NW,activity_degC_days_m2,0.0,200
1994,11,NW,mean_intensity_degC,,200
1994,12,NW,activity_degC_days_m2,26081673953.9084,200
1994,12,NW,mean_area_km2,94.73410079469924,200
1994,12,NW,mean_duration_days,11.0,200
1994,12,NW,mean_intensity_degC,1.3341643810272217,200
1994,12,NW,number_of_events,3.0,200
1994,12,NW,sum_area_km2,284.2023023840978,200
1995,1,NW,activity_degC_days_m2,20927285859.64867,200
1995,1,NW,mean_area_km2,84.12793545842429,200
1995,1,NW,mean_duration_days,5.0,200
1995,1,NW,mean_intensity_degC,1.1918013095855713,200
1995,1,NW,number_of_events,6.0,200
1995,1,NW,sum_area_km2,504.76761275054577,200
1995,2,NW,activity_degC_days_m2,0.0,200
1995,2,NW,mean_intensity_degC,,200
1995,3,NW,activity_degC_days_m2,6738302857.725339,200
1995,3,NW,mean_area_km2,95.84966563786614,200
1995,3,NW,mean_duration_days,5.0,200
1995,3,NW,mean_intensity_degC,1.1665009260177612,200
1995,3,NW,number_of_events,2.0,200
1995,3,NW,sum_area_km2,191.69933127573228,200
1995,4,NW,activity_degC_days_m2,0.0,200
1995,4,NW,mean_intensity_degC,,200
1995,5,NW,activity_degC_days_m2,0.0,200
1995,5,NW,mean_intensity_degC,,200
1995,6,NW,activity_degC_days_m2,0.0,200
1995,6,NW,mean_intensity_degC,,200
1995,7,NW,activity_degC_days_m2,413393387824.7494,200
1995,7,NW,mean_area_km2,79.67607144625413,200
1995,7,NW,mean_duration_days,16.956521739130434,200
1995,7,NW,mean_intensity_degC,1.7609130144119265,200
1995,7,NW,number_of_events,23.0,200
1995,7,NW,sum_area_km2,1832.5496432638452,200
1995,8,NW,activity_degC_days_m2,5994356941.32156,200
1995,8,NW,mean_area_km2,62.311128261543374,200
1995,8,NW,mean_duration_days,5.0,200
1995,8,NW,mean_intensity_degC,1.6665111780166626,200
1995,8,NW,number_of_events,2.0,200
1995,8,NW,sum_area_km2,124.62225652308676,200
1995,9,NW,activity_degC_days_m2,3186432000.8248625,200
1995,9,NW,mean_intensity_degC,1.328805923461914,200
1995,10,NW,activity_degC_days_m2,0.0,200
1995,10,NW,mean_intensity_degC,,200
1995,11,NW,activity_degC_days_m2,72794174115.00223,200
1995,11,NW,mean_area_km2,67.90961609833803,200
1995,11,NW,mean_duration_days,6.583333333333333,200
1995,11,NW,mean_intensity_degC,1.5258833169937134,200
1995,11,NW,number_of_events,12.0,200
1995,11,NW,sum_area_km2,814.9153931800564,200
1995,12,NW,activity_degC_days_m2,124720727923.92422,200
1995,12,NW,mean_area_km2,78.28687599147727,200
1995,12,NW,mean_duration_days,25.72,200
1995,12,NW,mean_intensity_degC,1.192916989326477,200
1995,12,NW,number_of_events,25.0,200
1995,12,NW,sum_area_km2,1957.171899786932,200
1996,1,NW,activity_degC_days_m2,360738848965.81274,200
1996,1,NW,mean_area_km2,86.5746907254483,200
1996,1,NW,mean_duration_days,6.384615384615385,200
1996,1,NW,mean_intensity_degC,1.208640456199646,200
1996,1,NW,number_of_events,13.0,200
1996,1,NW,sum_area_km2,1125.470979430828,200
1996,2,NW,activity_degC_days_m2,42948058969.03428,200
1996,2,NW,mean_area_km2,65.67137496568373,200
1996,2,NW,mean_duration_days,8.0,200
1996,2,NW,mean_intensity_degC,1.122950315475464,200
1996,2,NW,number_of_events,1.0,200
1996,2,NW,sum_area_km2,65.67137496568373,200
1996,3,NW,activity_degC_days_m2,0.0,200
1996,3,NW,mean_intensity_degC,,200
1996,4,NW,activity_degC_days_m2,5196417368.051129,200
1996,4,NW,mean_area_km2,89.15451550496665,200
1996,4,NW,mean_duration_days,5.0,200
1996,4,NW,mean_intensity_degC,1.785378098487854,200
1996,4,NW,number_of_events,1.0,200
1996,4,NW,sum_area_km2,89.15451550496665,200
1996,5,NW,activity_degC_days_m2,0.0,200
1996,5,NW,mean_intensity_degC,,200
1996,6,NW,activity_degC_days_m2,0.0,200
1996,6,NW,mean_intensity_degC,,200
1996,7,NW,activity_degC_days_m2,0.0,200
1996,7,NW,mean_intensity_degC,,200
1996,8,NW,activity_degC_days_m2,0.0,200
1996,8,NW,mean_intensity_degC,,200
1996,9,NW,activity_degC_days_m2,0.0,200
1996,9,NW,mean_intensity_degC,,200
1996,10,NW,activity_degC_days_m2,0.0,200
1996,10,NW,mean_intensity_degC,,200
1996,11,NW,activity_degC_days_m2,0.0,200
1996,11,NW,mean_intensity_degC,,200
1996,12,NW,activity_degC_days_m2,0.0,200
1996,12,NW,mean_intensity_degC,,200
1997,1,NW,activity_degC_days_m2,0.0,200
1997,1,NW,mean_intensity_degC,,200
1997,2,NW,activity_degC_days_m2,66022509117.417755,200
1997,2,NW,mean_area_km2,73.97409201125156,200
1997,2,NW,mean_duration_days,71.52631578947368,200
1997,2,NW,mean_intensity_degC,1.0963178873062134,200
1997,2,NW,number_of_events,19.0,200
1997,2,NW,sum_area_km2,1405.5077482137797,200
1997,3,NW,activity_degC_days_m2,735644911189.2932,200
1997,3,NW,mean_area_km2,91.5455238683027,200
1997,3,NW,mean_duration_days,59.57142857142857,200
1997,3,NW,mean_intensity_degC,1.6723783016204834,200
1997,3,NW,number_of_events,7.0,200
1997,3,NW,sum_area_km2,640.8186670781188,200
1997,4,NW,activity_degC_days_m2,873426194913.1211,200
1997,4,NW,mean_area_km2,92.50297110836544,200
1997,4,NW,mean_duration_days,9.0,200
1997,4,NW,mean_intensity_degC,1.9853062629699707,200
1997,4,NW,number_of_events,1.0,200
1997,4,NW,sum_area_km2,92.50297110836544,200
1997,5,NW,activity_degC_days_m2,278251555802.6611,200
1997,5,NW,mean_area_km2,63.43121049625687,200
1997,5,NW,mean_duration_days,13.333333333333334,200
1997,5,NW,mean_intensity_degC,1.7633014917373655,200
1997,5,NW,number_of_events,3.0,200
1997,5,NW,sum_area_km2,190.2936314887706,200
1997,6,NW,activity_degC_days_m2,108205540488.99916,200
