year,duration,start_time,end_time,area,lat,lon
2024,5,1729123200000000000,1729555200000000000,62311128.26154316,39.125,350.125
2024,41,1732233600000000000,1735776000000000000,62311128.26154316,39.125,350.125
2025,7,1736467200000000000,1737072000000000000,62311128.26154316,39.125,350.125
2025,7,1740700800000000000,1741305600000000000,62311128.26154316,39.125,350.125
2025,6,1744070400000000000,1744588800000000000,62311128.26154316,39.125,350.125
2025,8,1747440000000000000,1748131200000000000,62311128.26154316,39.125,350.125
1982,5,394761600000000000,395193600000000000,62311128.26154345,39.125,350.375
1983,18,438652800000000000,440208000000000000,62311128.26154345,39.125,350.375
1986,6,527385600000000000,527904000000000000,62311128.26154345,39.125,350.375
1987,5,559699200000000000,560131200000000000,62311128.26154345,39.125,350.375
1988,20,595296000000000000,597024000000000000,62311128.26154345,39.125,350.375
1989,6,605232000000000000,605750400000000000,62311128.26154345,39.125,350.375
1989,28,618019200000000000,620438400000000000,62311128.26154345,39.125,350.375
1989,6,625622400000000000,626140800000000000,62311128.26154345,39.125,350.375
1989,11,629424000000000000,630374400000000000,62311128.26154345,39.125,350.375
1990,18,635040000000000000,636595200000000000,62311128.26154345,39.125,350.375
1990,14,637372800000000000,638582400000000000,62311128.26154345,39.125,350.375
1990,14,648172800000000000,649382400000000000,62311128.26154345,39.125,350.375
1990,8,649900800000000000,650592000000000000,62311128.26154345,39.125,350.375
1991,19,683510400000000000,685152000000000000,62311128.26154345,39.125,350.375
1994,5,771984000000000000,772416000000000000,62311128.26154345,39.125,350.375
1995,5,809654400000000000,810086400000000000,62311128.26154345,39.125,350.375
1995,7,816825600000000000,817430400000000000,62311128.26154345,39.125,350.375
1995,26,819849600000000000,822096000000000000,62311128.26154345,39.125,350.375
1997,69,856915200000000000,862876800000000000,62311128.26154345,39.125,350.375
1997,7,864604800000000000,865209600000000000,62311128.26154345,39.125,350.375
1997,6,866073600000000000,866592000000000000,62311128.26154345,39.125,350.375
1998,11,887673600000000000,888624000000000000,62311128.26154345,39.125,350.375
1998,9,889056000000000000,889833600000000000,62311128.26154345,39.125,350.375
1998,13,890524800000000000,891648000000000000,62311128.26154345,39.125,350.375
1999,17,935452800000000000,936921600000000000,62311128.26154345,39.125,350.375
2000,5,958262400000000000,958694400000000000,62311128.26154345,39.125,350.375
2000,10,962236800000000000,963100800000000000,62311128.26154345,39.125,350.375
2002,32,1009929600000000000,1012694400000000000,62311128.26154345,39.125,350.375
2002,13,1016496000000000000,1017619200000000000,62311128.26154345,39.125,350.375
2003,5,1062201600000000000,1062633600000000000,62311128.26154345,39.125,350.375
2003,11,1064102400000000000,1065052800000000000,62311128.26154345,39.125,350.375
2004,10,1087948800000000000,1088812800000000000,62311128.26154345,39.125,350.375
2004,23,1091404800000000000,1093392000000000000,62311128.26154345,39.125,350.375
2005,5,1121385600000000000,1121817600000000000,62311128.26154345,39.125,350.375
2005,6,1123891200000000000,1124409600000000000,62311128.26154345,39.125,350.375
2006,17,1149292800000000000,1150761600000000000,62311128.26154345,39.125,350.375
2006,19,1153353600000000000,1154995200000000000,62311128.26154345,39.125,350.375
2006,15,1159488000000000000,1160784000000000000,62311128.26154345,39.125,350.375
2006,46,1161907200000000000,1165881600000000000,62311128.26154345,39.125,350.375
2007,6,1185840000000000000,1186358400000000000,62311128.26154345,39.125,350.375
2008,20,1203206400000000000,1204934400000000000,62311128.26154345,39.125,350.375
2009,14,1245888000000000000,1247097600000000000,62311128.26154345,39.125,350.375
2009,5,1247443200000000000,1247875200000000000,62311128.26154345,39.125,350.375
2009,16,1254614400000000000,1255996800000000000,62311128.26154345,39.125,350.375
2009,23,1256342400000000000,1258329600000000000,62311128.26154345,39.125,350.375
2010,5,1270771200000000000,1271203200000000000,62311128.26154345,39.125,350.375
2010,13,1271721600000000000,1272844800000000000,62311128.26154345,39.125,350.375
2011,9,1296432000000000000,1297209600000000000,62311128.26154345,39.125,350.375
2011,56,1302566400000000000,1307404800000000000,62311128.26154345,39.125,350.375
2011,5,1317513600000000000,1317945600000000000,62311128.26154345,39.125,350.375
2011,5,1318464000000000000,1318896000000000000,62311128.26154345,39.125,350.375
2012,14,1344988800000000000,1346198400000000000,62311128.26154345,39.125,350.375
2012,5,1348185600000000000,1348617600000000000,62311128.26154345,39.125,350.375
2012,7,1349568000000000000,1350172800000000000,62311128.26154345,39.125,350.375
2013,14,1381795200000000000,1383004800000000000,62311128.26154345,39.125,350.375
2014,39,1409702400000000000,1413072000000000000,62311128.26154345,39.125,350.375
2014,17,1413590400000000000,1415059200000000000,62311128.26154345,39.125,350.375
2015,16,1446681600000000000,1448064000000000000,62311128.26154345,39.125,350.375
2015,51,1449964800000000000,1454371200000000000,62311128.26154345,39.125,350.375
2016,7,1454803200000000000,1455408000000000000,62311128.26154345,39.125,350.375
2016,5,1465171200000000000,1465603200000000000,62311128.26154345,39.125,350.375
2017,8,1495497600000000000,1496188800000000000,62311128.26154345,39.125,350.375
2017,7,1497744000000000000,1498348800000000000,62311128.26154345,39.125,350.375
2020,9,1588291200000000000,1589068800000000000,62311128.26154345,39.125,350.375
2020,22,1589587200000000000,1591488000000000000,62311128.26154345,39.125,350.375
2021,8,1618444800000000000,1619136000000000000,62311128.26154345,39.125,350.375
2021,16,1630540800000000000,1631923200000000000,62311128.26154345,39.125,350.375
2022,6,1654387200000000000,1654905600000000000,62311128.26154345,39.125,350.375
2022,18,1662508800000000000,1664064000000000000,62311128.26154345,39.125,350.375
2022,44,1670889600000000000,1674691200000000000,62311128.26154345,39.125,350.375
2023,32,1678579200000000000,1681344000000000000,62311128.26154345,39.125,350.375
2023,19,1682121600000000000,1683763200000000000,62311128.26154345,39.125,350.375
2023,17,1686182400000000000,1687651200000000000,62311128.26154345,39.125,350.375
