Zone,Year,activity_total,events_total,area_total_km2,intensity_mean_degC,duration_mean_days
SW,2009,648262628750.0099,36,1731.8934216206412,1.7280032336711884,11.743212669683258
SW,2010,355886053178.1804,38,1735.395535361655,1.3072968891688757,7.698369565217392
SW,2011,1725904151693.8994,75,3559.9317222774444,1.5096735805273056,14.330261017450457
SW,2012,403621600792.672,26,1317.3931279759736,1.7689417004585266,11.252083333333333
SW,2013,297252028514.96014,28,1226.6271682399624,1.4720420241355896,10.734172077922079
SW,2014,1319100115713.5518,40,1870.1253421636884,1.930940866470337,14.56764705882353
SW,2015,802657453936.4177,77,3684.5678006125527,1.4114429553349812,12.808845029239766
SW,2016,920654466725.6809,47,2097.7147079831575,1.5290551632642746,11.80052300640536
SW,2017,569421800783.116,42,1927.439594570015,1.5300966054201126,9.248299319727892
SW,2018,112192769175.23325,9,379.13104946045127,1.5984294414520264,9.583333333333334
SW,2019,11005541720.845932,3,109.54342393708372,0.9494094252586365,6
SW,2020,500435721460.8203,42,1951.0155538873112,1.4759599396160672,7.684523809523809
SW,2021,420686918741.8307,31,1491.0082782578156,1.3853472073872883,14.22689075630252
SW,2022,399178324549.1835,43,2121.052446445499,1.4605557322502136,20.383838383838384
SW,2023,1893971805795.849,103,4850.510817169102,1.447785951874473,25.882260458839404
SW,2024,1523009734175.8218,55,2653.4758685507827,1.3346294239163399,18.35763888888889
SW,2025,294581855120.9603,35,1720.061162668265,1.3161242140663996,8.957551707551707
S,1981,4679380352.144885,1,32.023208888210064,1.5519506931304932,5
S,1982,130191913986.07137,15,490.4527673033906,1.7765690088272095,7.821428571428571
S,1983,88312451175.38853,14,461.7993954975684,1.5677247047424316,6.55
S,1984,0,0,0,NA,NA
S,1985,14951900671.15613,3,102.80686219594386,1.503852665424347,5.25
S,1986,0,0,0,NA,NA
S,1987,227295560154.75012,24,775.293029531625,1.4920873165130615,7.819444444444445
S,1988,9547623579.887533,1,35.39182665386666,1.857329249382019,8
S,1989,321377787958.16174,21,679.2234028669943,1.8799597322940826,10.076923076923077
S,1990,108801444590.27036,12,397.7529777211482,1.5050763189792633,7.3125
S,1991,216515389412.6659,16,505.63166804658516,1.8277791738510132,10.616666666666667
S,1992,0,0,0,NA,NA
S,1993,19041280989.65789,3,99.43824443028694,1.6398207545280457,5.666666666666667
S,1994,16821658237.430408,5,166.8532799723637,0.921587347984314,5.5
S,1995,288782295617.87683,38,1220.246287909082,1.4240644999912806,9.446464646464646
S,1996,235707021944.05774,25,820.7913191408268,1.567304770151774,7.659259259259259
S,1997,513454813743.9894,52,1695.5232027611055,1.3890507419904072,10.155677655677655
S,1998,296294800526.9968,28,896.6468005780551,1.244669040044149,13.641711229946523
S,1999,27705028431.384995,6,195.50787109491768,1.3924487829208374,5.6
S,2000,81099511878.40207,12,394.3843599554915,1.4016123890876768,7.208333333333333
S,2001,0,0,0,NA,NA
S,2002,46436999514.63065,13,423.03773176131347,0.9384047985076904,5.909090909090909
S,2003,109469576282.89496,12,380.90866957613343,1.7677125533421834,6.05
S,2004,29423635196.867317,8,259.5542888713379,1.3436246315638225,5.722222222222222
S,2005,303140725223.3424,18,583.153776202364,1.711491584777832,9.756410256410257
S,2006,928098353590.8788,61,1953.4090359387947,1.5788519829511642,11.136974929832071
S,2007,152829540064.9158,23,746.639048067437,1.364308476448059,8.561111111111112
S,2008,253734322500.0041,31,992.7158175843198,1.3393324837088585,8.223333333333333
S,2009,242901204676.00415,21,659.0092576395917,1.7379639863967895,8.608333333333334
S,2010,606625956683.305,34,1102.260524969943,1.8225446598870414,11.551948051948052
S,2011,1142742134971.3157,56,1796.6622189217674,1.596808049413893,12.392724867724867
S,2012,44222451700.114265,8,259.5542888713379,1.6253710985183716,5.375
S,2013,619097574927.1451,44,1402.2784686246414,1.6054816927228654,9.99719387755102
S,2014,499343698573.0345,32,1011.263336093172,1.444464902083079,17.269444444444446
S,2015,745808037901.9404,45,1447.7779775505749,1.4859783172607421,17.54201945929887
S,2016,872844389527.6846,45,1451.1447663411345,1.6076658623559135,15.403617216117215
S,2017,1130551728446.3228,52,1678.6758463242609,1.5762068033218384,14.946843434343435
S,2018,410665214763.72,11,352.25407845357995,1.7634434700012207,26.272727272727273
S,2019,44244816976.3122,6,202.24510662623064,1.3161963820457458,6.083333333333333
S,2020,738018863776.1536,55,1747.7940922301764,1.4652976930141448,10.95865800865801
S,2021,196903046179.44467,18,569.6780858230062,1.3209670186042786,10.287878787878787
S,2022,423153738283.0711,36,1142.7241797533038,1.5050012071927388,26.024545454545454
S,2023,1394168006160.6365,60,1924.7550544746068,1.4553310573101044,30.27669552669553
S,2024,1082237687788.5066,28,896.6461909196892,1.282880077759425,25.466666666666665
S,2025,800163706498.4156,54,1715.770883341966,1.5954557524787054,11.565353165353166
